combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q254_4,"the holy bible, john 8 32 all our means, both national and international, should ultimately be directed towards that goal.",0.51559156,1,0.0,0.0,0.8214282167660811,0.4504263657962661,BRA_74_2019,BRA,74,2019,Mr. Jair Messias Bolsonaro,President,4dc530221c49101409769ce1864fed4ca440104d46b686bb43bb62c2af7fbc18,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,seeking national agreement among all the actors of our society is of course not straightforward.,0.51095784,1,0.0,0.0,0.8724482524605032,0.450197108925439,ECU_74_2019,ECU,74,2019,Mr. Lenin Moreno Garcés,President,d9bd0db08935fc6463f8001191423e3b92d970d9b000374a70ac82855cb96d3e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"the charter further states ""and for these ends to practice tolerance and live together in peace with one another as good neighbours, and to unite our strength to maintain international peace and security"".",0.5219815,1,0.0,0.0,0.735449606873461,0.4499613848675225,GTM_77_2022,GTM,77,2022,Alejandro Giammattei Falla,President ,260cb7b4433c3070ccff2c2ebe3f5447b2b7a92d2d869867ae74f501567318dc,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"that belief stems from our embedded national slogan ""bersatu kita teguh bercerai kita runtuh"", which translates as ""united we stand, divided we fall"".",0.51322544,1,0.0,0.0,0.8299316537362761,0.4494318444131931,IDN_72_2017,IDN,72,2017,Mr. Muhammad Jusuf Kalla,Vice-President,9646f95f32b89b22d408371804d3397c8e81841da752ad4e97280523ae7e0e70,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,"it speaks about uniting our strength, and combining our efforts to accomplish our aims.",0.67749906,0,0.0,0.0,0.8511895658904021,0.4490589237329051,NZL_76_2021,NZL,76,2021,Jacinda Ardern,Prime Minister,8acfa07c42605d843d107cf2f5cd221e53d9858e64c1e513fe1438723ff39631,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"that is because there is no more noble task for us than to serve our people and strive to allow them to live in peace, dignity and prosperity.",0.6772383,0,0.0,0.0,0.851190247933312,0.4489024956425152,SVK_72_2017,SVK,72,2017,Mr. Andrej Kiska,President,c5e63a26f4be6affb2c7d4b2f8653db4204a2003e7d471af4b18ccb8514bbc2d,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,we are aware that nations become stronger when respect for diversity becomes a criterion of their culture.,0.6813878,0,0.0,0.0,0.789915483289725,0.4483284732249263,IRQ_76_2021,IRQ,76,2021,Barham Salih,President ,5f1fe1af504c33e1b800ced507aa54b1a78fa45f1500988a181ccd9209bfe89b,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"that diversity should be viewed as an asset, and no one among us should wish to prevail over the other, especially when it comes to values and policies relating to our internal and external affairs.",0.6638456,0,0.0,0.0,0.9999998829365494,0.4483073772072828,ETH_76_2021,ETH,76,2021,Demeke Mekonnen,Deputy Prime Minister,172f3d94964061e75c926f1c19aeee75f59e2924adb92d52e63cad0e8598b8c1,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"we must set aside our differences and rise as one, while harnessing our collective strength to build back a better world for all.",0.6771542,0,0.0,0.0,0.8376620513332893,0.4481756304807117,BGD_76_2021,BGD,76,2021,Sheikh Hasina,Prime Minister,2c857293f293ac56662cf5bcad0aa86518e2d26ada3a48c9be752d470f7ffeb4,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,we have been working hard to fulfil the unfinished dream of our father of the nation.,0.6625471,0,0.0,0.0,0.9999992026650418,0.4475282508818483,BGD_76_2021,BGD,76,2021,Sheikh Hasina,Prime Minister,c64846975ca25b0fbac65f1bf799d709392e6416fd3e205acf8e613dc699707b,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"and no one will reproach us now or in the future with weakness or inability to fight for ourselves, for our independence.",0.66990256,0,0.0,0.0,0.9107139010418912,0.4474772627114726,UKR_77_2022,UKR,77,2022,Volodymyr Zelenskyy,President ,7b4180c81ee053a250d3bcca2c715e26724e4751066c08e00b817f7077f59b40,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"we can meet the test that time and circumstance have placed before us with hope, with courage and with a commitment to acting for our citizens today and for future generations to follow.",0.6897712,0,0.0,0.0,0.6693120543920713,0.4473283377526388,CAN_77_2022,CAN,77,2022,Melanie Joly,Minister of Foreign Affairs ,6234c0e58b54beefa74cadf8396a8ad957b460a5f9042fe238c81e85921680a7,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,"just as there is no single recipe for an inclusive society, so there is no single model for balancing the democratic demands of our public with the imperative to cooperate internationally.",0.501488,1,0.0,0.0,0.9285712093254984,0.4473213545985076,GBR_73_2018,GBR,73,2018,Mrs. Theresa May,Prime Minister,e8a63ce15d7a9aa5f6459c77ee060f784a96bc1c70f037b00a12761684d7b6be,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,as australians we also prize respect for international law and the peaceful resolution of disputes through dialogue.,0.53899497,1,0.0,0.0,0.4747895665920802,0.4471364531316212,AUS_75_2020,AUS,75,2020,"Mr. Scott Morrison, MP",Prime Minister,178d7fe20dbfb1769f850b7bf4cd80fdf0ce3fdfca4cafb14fa4ecb97d854b8e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,"we acknowledge the wisdom embodied in the words spoken by president trump in this hall ""all responsible leaders have an obligation to serve their own citizens"".",0.6677586,0,0.0,0.0,0.9255949910302124,0.4469349297673461,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,b6deab208a6a4a05948c792730e200e18d6283f8c53ef8c64366de5efa93a328,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"americans know that, in a world where others seek conquest and domination, our nation must be strong in wealth, in might and in spirit.",0.6683649,0,0.0,0.0,0.9107139010418912,0.4465546424149943,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,96903467debcf31b12c8499677316c91667489395ecc1d100ab6c003fa260db9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,"let us look instead at what unites us, what identifies us and what allows us to nurture a greater common well being.",0.6678862,0,0.0,0.0,0.8949574555222733,0.4454796151581632,ECU_74_2019,ECU,74,2019,Mr. Lenin Moreno Garcés,President,d79fcbeb46cda3d00144d986a8a8444a582b283a2538ba96fdcf427bd885cbc7,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"the motto ""our country first"" would not only lead to more national confrontations and less prosperity in the end, we would all be the losers.",0.512521,1,0.0,0.0,0.7564932437566999,0.4453372971804344,DEU_72_2017,DEU,72,2017,Mr. Sigmar Gabriel,Vice-Chancellor and Federal Minister for Foreign Affairs,883b6656aca477946c51b26d0f07f9c96d07a836b4340c8cf855dc28ebe65a6e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"that principle stands out today more than ever, and is best described in the words of the preamble to the charter, which urge that we ""practice tolerance and live together in peace with one another as good neighbours"".",0.66774,0,0.0,0.0,0.8917748438825581,0.4452327465390681,SRB_77_2022,SRB,77,2022,Aleksandar Vucic,President ,1992263855087482338cc8aa9a060240fc7288adf6140d3246a9361db20beeab,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"furthermore, we should not forget the international character of the united nations.",0.53182614,1,0.0,0.0,0.5129862307088678,0.4447450065542117,MMR_73_2018,MMR,73,2018,Mr. Kyaw Tint Swe,Union Minister for the Office of the State Counsellor,0d87163c2320fa5762d71d6a9fb25409b64cc74226fac8a273a14533e6c22dab,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"that would not have happened without a politics that asserts popular and national sovereignty but also commits to collective solutions aimed at peace, stability and preserving human rights.",0.517983,1,0.0,0.0,0.6565932737538149,0.4436194812593307,GRC_73_2018,GRC,73,2018,Mr. Alexis Tsipras,Prime Minister,176e74775631e3cbc0a6a9bc4185a6ddf7c67fe5156f56ca4e621a62ef2aefc9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"as we defend american values, we affirm the right of all people to live in dignity.",0.6757804,0,0.0,0.0,0.7619041693126253,0.4435634637470796,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,1e4cdf3d0b7aba0ff849db545ae5536b6e96fef17e6bb5f5b9da66d4c3802b4a,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"we note with satisfaction the growing harmony between these principles and the international positions"".",0.51184744,1,0.0,0.0,0.7252739961263094,0.443372155702693,MAR_73_2018,MAR,73,2018,Mr. M Saad-Eddine El Othmani,Head of Government,c699c91c95bc668adf9604c2b006c081f5ae3b725208f547c48630503dc5fa2f,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"and we prize the culture that sustains our liberty a culture built on strong families, deep faith and fierce independence.",0.65549976,0,0.0,0.0,0.9999994861114404,0.4432998519491572,USA_73_2018,USA,73,2018,Mr. Donald Trump,President,1ca48ee0e34233f69fd1a82e8a9f587899fce52fee19ff9ed365c761c29a0f30,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"to be truthful and faithful to our peoples, members of various international alliances should answer the pertinent questions that we are raising out of devotion to our people.",0.50613475,1,0.0,0.0,0.7767855048364114,0.4425201362380669,EGY_72_2017,EGY,72,2017,Mr. Abdel Fattah Al Sisi,President,e31d2df4993f00aa0f7936a89926ae5c14fe3b076e0d409e448d2006207a4df3,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"emerging from a catastrophic war, we have collectively established through convention, charters and rules a set of international norms and human rights.",0.5161223,1,0.0,0.0,0.6428568482144611,0.4418162053810752,NZL_73_2018,NZL,73,2018,Ms. Jacinda Arden,"Prime Minister and Minister for Arts, Culture and Heritage and National Security and Intelligence",bb80e5032bbbfb7da5cd0993d56c4d9671ccf226d6cace0ef40ca2fea81ff1eb,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
